"Klucz","KluczOpakJedn","IdCechy","Wartosc","NrWersji","IdSesji"
"21745","21832","106","","1","3766"
"21748","21830","107","","1","3766"
"21749","21830","106","","1","3766"
"21752","21828","107","","1","3766"
"21753","21828","106","","1","3766"
"21756","21826","107","","1","3766"
"21757","21826","106","","1","3766"
"21760","21824","107","","1","3766"
"21761","21824","106","","1","3766"
"21764","21822","107","","1","3766"
"21765","21822","106","","1","3766"
"21768","21820","107","","1","3766"
"21769","21820","106","","1","3766"
"21772","21818","107","","1","3766"
"21773","21818","106","","1","3766"
"21776","21816","107","","1","3766"
"21777","21816","106","","1","3766"
"21780","21814","107","","1","3766"
"21781","21814","106","","1","3766"
"21784","21812","107","","1","3766"
"21785","21812","106","","1","3766"
"21788","21810","107","","1","3766"
"21789","21810","106","","1","3766"
"21792","21808","107","","1","3766"
"21793","21808","106","","1","3766"
"21796","21806","107","","1","3766"
"21797","21806","106","","1","3766"
"21800","21804","107","","1","3766"
"21801","21804","106","","1","3766"
"21804","21802","107","","1","3766"
"21805","21802","106","","1","3766"
"21808","21799","107","","1","3766"
"21809","21799","106","","1","3766"
"21812","21724","131","A2777703","1","3766"
"21813","21724","132","A2777704","1","3766"
"21816","21743","131","A2777741","1","3766"
"21817","21743","132","A2777742","1","3766"
"21820","21771","131","A2777799","1","3766"
"21821","21771","132","A2777800","1","3766"
"21824","21782","131","A2777819","1","3766"
"21825","21782","132","A2777820","1","3766"
"21828","21773","131","A2777803","1","3766"
"21829","21773","132","A2777804","1","3766"
"21832","21777","131","A2777809","1","3766"
"21833","21777","132","A2777810","1","3766"
"21835","21775","132","A2777808","1","3766"
"21836","21776","131","A2777811","1","3766"
"21837","21776","132","A2777812","1","3766"
"21838","21778","131","A2777813","1","3766"
"21839","21778","132","A2777814","1","3766"
"21840","21779","131","A2777815","1","3766"
"21841","21779","132","A2777816","1","3766"
"21842","21780","131","A2777817","1","3766"
"21843","21780","132","A2777818","1","3766"
"21844","21752","131","A2777761","1","3766"
"21845","21752","132","A2777762","1","3766"
"21846","21766","131","A2777763","1","3766"
"21847","21766","132","A2777764","1","3766"
"21848","21753","131","A2777765","1","3766"
"21849","21753","132","A2777766","1","3766"
"21850","21754","131","A2777767","1","3766"
"21851","21754","132","A2777768","1","3766"
"21852","21755","131","A2777769","1","3766"
"21853","21755","132","A2777770","1","3766"
"21854","21756","131","A2777771","1","3766"
"21855","21756","132","A2777772","1","3766"
"21856","21757","131","A2777773","1","3766"
"21857","21757","132","A2777774","1","3766"
"21858","21758","131","A2777775","1","3766"
"21859","21758","132","A2777776","1","3766"
"21860","21760","131","A2777779","1","3766"
"21861","21760","132","A2777780","1","3766"
"21862","21761","131","A2777781","1","3766"
"21863","21761","132","A2777782","1","3766"
"21864","21762","131","A2777783","1","3766"
"21865","21762","132","A2777784","1","3766"
"21866","21763","131","A2777785","1","3766"
"21867","21763","132","A2777786","1","3766"
"21868","22156","131","A2779249","1","3766"
"21869","22156","132","A2779250","1","3766"
"21870","21767","131","A2777789","1","3766"
"21871","21767","132","A2777790","1","3766"
"21872","21765","131","A2777791","1","3766"
"21873","21765","132","A2777792","1","3766"
"21874","21768","131","A2777793","1","3766"
"21875","21768","132","A2777794","1","3766"
"21876","21769","131","A2777795","1","3766"
"21877","21769","132","A2777796","1","3766"
"21878","21788","131","A2777839","1","3766"
"21879","21788","132","A2777840","1","3766"
"21880","21794","131","A2777841","1","3766"
"21881","21794","132","A2777842","1","3766"
"21882","21787","131","A2777843","1","3766"
"21883","21787","132","A2777844","1","3766"
"21884","21791","131","A2777845","1","3766"
"21885","21791","132","A2777846","1","3766"
"21886","21793","131","A2777847","1","3766"
"21887","21793","132","A2777848","1","3766"
"21888","21792","131","A2777849","1","3766"
"21889","21792","132","A2777850","1","3766"
"21890","11531","131","A2777851","1","3766"
"21891","11531","132","A2777852","1","3766"
"21892","11532","131","A2777853","1","3766"
"21893","11532","132","A2777854","1","3766"
"21894","11533","131","A2777855","1","3766"
"21895","11533","132","A2777856","1","3766"
"21896","11534","131","A2777857","1","3766"
"21897","11534","132","A2777858","1","3766"
"21898","11540","131","A2777859","1","3766"
"21899","11540","132","A2777860","1","3766"
"21900","11535","131","A2777861","1","3766"
"21901","11535","132","A2777862","1","3766"
"21902","11536","131","A2777863","1","3766"
"21903","11536","132","A2777864","1","3766"
"21904","11537","131","A2777865","1","3766"
"21905","11537","132","A2777866","1","3766"
"21906","11538","131","A2777867","1","3766"
"21907","11538","132","A2777868","1","3766"
"21908","11539","131","A2777869","1","3766"
"21909","11539","132","A2777870","1","3766"
"21910","11527","131","A2777871","1","3766"
"21911","11527","132","A2777872","1","3766"
"21912","11521","131","A2777873","1","3766"
"21913","11521","132","A2777874","1","3766"
"21914","11522","131","A2777875","1","3766"
"21915","11522","132","A2777876","1","3766"
"21916","11523","131","A2777877","1","3766"
"21917","11523","132","A2777878","1","3766"
"21918","11524","131","A2777879","1","3766"
"21919","11524","132","A2777880","1","3766"
"21920","11525","131","A2777881","1","3766"
"21921","11525","132","A27777882","1","3766"
"21922","11526","131","A2777883","1","3766"
"21923","11526","132","A27777884","1","3766"
"21924","11530","131","A2777885","1","3766"
"21925","11530","132","A2777886","1","3766"
"21926","11529","131","A2777887","1","3766"
"21927","11529","132","A2777888","1","3766"
"21928","11528","131","A2777889","1","3766"
"21929","11528","132","A2777890","1","3766"
"21930","11520","131","A2777759","1","3766"
"21931","11520","132","A2777760","1","3766"
"21932","11519","131","A2777891","1","3766"
"21933","11519","132","A2777892","1","3766"
"21934","11518","131","A2777893","1","3766"
"21935","11518","132","A2777894","1","3766"
"21936","22070","131","A2777895","1","3766"
"21937","22070","132","A2777896","1","3766"
"21938","22158","131","A2779247","1","3766"
"21939","22158","132","A2779248","1","3766"
"21940","22084","131","A2777899","1","3766"
"21941","22084","132","A2777900","1","3766"
"21942","22083","131","A2777901","1","3766"
"21943","22083","132","A2777902","1","3766"
"21944","22082","131","A2777903","1","3766"
"21945","22082","132","A2777904","1","3766"
"21946","22081","131","A2777905","1","3766"
"21947","22081","132","A2777906","1","3766"
"21948","22080","131","A2777907","1","3766"
"21949","22080","132","A2777908","1","3766"
"21950","22079","131","A2777909","1","3766"
"21951","22079","132","A2777910","1","3766"
"21952","22104","131","A2777917","1","3766"
"21953","22104","132","A2777918","1","3766"
"21954","22077","131","A2777913","1","3766"
"21955","22077","132","A2777914","1","3766"
"21956","22076","131","A2777915","1","3766"
"21957","22076","132","A2777916","1","3766"
"21958","22105","131","A2777911","1","3766"
"21959","22105","132","A2777912","1","3766"
"21960","22074","131","A2777919","1","3766"
"21961","22074","132","A2777920","1","3766"
"21962","22073","131","A2777821","1","3766"
"21963","22073","132","A2777922","1","3766"
"21964","22072","131","A2777823","1","3766"
"21965","22072","132","A2777924","1","3766"
"21966","22071","131","A2777825","1","3766"
"21967","22071","132","A2777926","1","3766"
"21968","22086","131","A2777827","1","3766"
"21969","22086","132","A2777828","1","3766"
"21970","22087","131","A2777829","1","3766"
"21971","22087","132","A2777830","1","3766"
"21972","22088","131","A2777831","1","3766"
"21973","22088","132","A2777832","1","3766"
"21974","22089","131","A2777833","1","3766"
"21975","22089","132","A2777834","1","3766"
"21976","22090","131","A2777835","1","3766"
"21977","22090","132","A2777836","1","3766"
"21978","22091","131","A2777837","1","3766"
"21979","22091","132","A2777838","1","3766"
"21980","22092","131","A2777921","1","3766"
"21981","22092","132","A2777922","1","3766"
"21982","22093","131","A2777923","1","3766"
"21983","22093","132","A2777924","1","3766"
"21984","22094","131","A2777925","1","3766"
"21985","22094","132","A2777926","1","3766"
"21986","22095","131","A2777927","1","3766"
"21987","22095","132","A2777928","1","3766"
"21988","22096","131","A2777929","1","3766"
"21989","22096","132","A2777930","1","3766"
"21990","22097","131","A2777931","1","3766"
"21991","22097","132","A2777932","1","3766"
"21992","22098","131","A2777933","1","3766"
"21993","22098","132","A2777934","1","3766"
"21994","22099","131","A2777935","1","3766"
"21995","22099","132","A2777936","1","3766"
"21996","22100","131","A2777937","1","3766"
"21997","22100","132","A2777938","1","3766"
"21998","22101","131","A2777939","1","3766"
"21999","22101","132","A2777940","1","3766"
"22000","22102","131","A2777941","1","3766"
"22001","22102","132","A2777942","1","3766"
"22002","22103","131","A2777943","1","3766"
"22003","22103","132","A2777944","1","3766"
"22004","22106","131","A2777945","1","3766"
"22005","22106","132","A2777946","1","3766"
"22006","22107","131","A2777947","1","3766"
"22007","22107","132","A2777948","1","3766"
"22008","22108","131","A2777949","1","3766"
"22009","22108","132","A2777950","1","3766"
"22010","22109","131","A2777951","1","3766"
"22011","22109","132","A2777952","1","3766"
"22012","22110","131","A2777953","1","3766"
"22013","22110","132","A2777954","1","3766"
"22014","22111","131","A2777955","1","3766"
"22015","22111","132","A2777956","1","3766"
"22016","22112","131","A2777957","1","3766"
"22017","22112","132","A2777958","1","3766"
"22018","22113","131","A2777959","1","3766"
"22019","22113","132","A2777960","1","3766"
"22020","22114","131","A2777961","1","3766"
"22021","22114","132","A2777962","1","3766"
"22022","22115","131","A2777963","1","3766"
"22023","22115","132","A2777964","1","3766"
"22024","22116","131","A2777965","1","3766"
"22025","22116","132","A2777966","1","3766"
"22026","22117","131","A2777967","1","3766"
"22027","22117","132","A2777968","1","3766"
"22028","22118","131","A2777969","1","3766"
"22029","22118","132","A2777970","1","3766"
"22030","22119","131","A2777971","1","3766"
"22031","22119","132","A2777972","1","3766"
"22032","22120","131","A2777973","1","3766"
"22033","22120","132","A2777974","1","3766"
"22034","22121","131","A2777975","1","3766"
"22035","22121","132","A2777976","1","3766"
"22036","22122","131","A2777977","1","3766"
"22037","22122","132","A2777978","1","3766"
"22038","22123","131","A2777979","1","3766"
"22039","22123","132","A2777980","1","3766"
"22040","22124","131","A2777981","1","3766"
"22041","22124","132","A2777982","1","3766"
"22042","22125","131","A2777983","1","3766"
"22043","22125","132","A2777984","1","3766"
"22044","22126","131","A2777985","1","3766"
"22045","22126","132","A2777986","1","3766"
"22046","22127","131","A2777987","1","3766"
"22047","22127","132","A2777988","1","3766"
"22048","22128","131","A2777989","1","3766"
"22049","22128","132","A2777990","1","3766"
"22050","22129","131","A2777991","1","3766"
"22051","22129","132","A2777992","1","3766"
"22052","22130","131","A2777993","1","3766"
"22053","22130","132","A2777994","1","3766"
"22054","22131","131","A2777995","1","3766"
"22055","22131","132","A2777996","1","3766"
"22056","22132","131","A2777997","1","3766"
"22057","22132","132","A2777998","1","3766"
"22058","22133","131","A2777999","1","3766"
"22059","22133","132","A2778000","1","3766"
"22060","22134","131","A2779201","1","3766"
"22061","22134","132","A2779202","1","3766"
"22062","22135","131","A2779203","1","3766"
"22063","22135","132","A2779204","1","3766"
"22064","22136","131","A2779205","1","3766"
"22065","22136","132","A2779206","1","3766"
"22066","22154","131","A2779241","1","3766"
"22067","22154","132","A2779242","1","3766"
"22068","22137","131","A2779207","1","3766"
"22069","22137","132","A2779208","1","3766"
"22070","22139","131","A2779211","1","3766"
"22071","22139","132","A2779212","1","3766"
"22072","22140","131","A2779213","1","3766"
"22073","22140","132","A2779214","1","3766"
"22074","22141","131","A2779215","1","3766"
"22075","22141","132","A2779216","1","3766"
"22076","22142","131","A2779217","1","3766"
"22077","22142","132","A2779218","1","3766"
"22078","22143","131","A2779219","1","3766"
"22079","22143","132","A2779220","1","3766"
"22080","22144","131","A2779221","1","3766"
"22081","22144","132","A2779222","1","3766"
"22082","22145","131","A2779223","1","3766"
"22083","22145","132","A2779224","1","3766"
"22084","22146","131","A2779225","1","3766"
"22085","22146","132","A2779226","1","3766"
"22086","22147","131","A2779227","1","3766"
"22087","22147","132","A2779228","1","3766"
"22088","22148","131","A2779229","1","3766"
"22089","22148","132","A2779230","1","3766"
"22090","22149","131","A2779231","1","3766"
"22091","22149","132","A2779232","1","3766"
"22092","22150","131","A2779233","1","3766"
"22093","22150","132","A2779234","1","3766"
"22094","22151","131","A2779235","1","3766"
"22095","22151","132","A2779236","1","3766"
"22096","22152","131","A2779237","1","3766"
"22097","22152","132","A2779238","1","3766"
"22098","22155","131","A2779243","1","3766"
"22099","22155","132","A2779244","1","3766"
"22100","22153","131","A2779239","1","3766"
"22101","22153","132","A2779240","1","3766"
"22102","22159","131","A2779251","1","3766"
"22103","22159","132","A2779252","1","3766"
"22104","22160","131","A2779253","1","3766"
"22105","22160","132","A2779254","1","3766"
"22106","22161","131","A2779255","1","3766"
"22107","22161","132","A2779256","1","3766"
"22108","22162","131","A2779257","1","3766"
"22109","22162","132","A2779258","1","3766"
"22110","22163","131","A2779259","1","3766"
"22111","22163","132","A2779260","1","3766"
"22112","22164","131","A2779261","1","3766"
"22113","22164","132","A2779262","1","3766"
"22114","22165","131","A2779263","1","3766"
"22115","22165","132","A2779264","1","3766"
"22498","20543","105","A2777180","1","3817"
"22499","20543","103","","1","3817"
"22118","22166","131","A2779265","1","3766"
"22119","22166","132","A2779266","1","3766"
"22120","22167","131","A2779267","1","3766"
"22121","22167","132","A2779268","1","3766"
"22122","22168","131","A2779269","1","3766"
"22123","22168","132","A2779270","1","3766"
"22124","22169","131","A2779271","1","3766"
"22125","22169","132","A2779272","1","3766"
"22126","22170","131","A2779273","1","3766"
"22127","22170","132","A2779274","1","3766"
"22128","22171","131","A2779275","1","3766"
"22129","22171","132","A2779276","1","3766"
"22130","22172","131","A2779277","1","3766"
"22131","22172","132","A2779278","1","3766"
"22132","22173","131","A2779279","1","3766"
"22133","22173","132","A2779280","1","3766"
"22134","22174","131","A2779281","1","3766"
"22135","22174","132","A2779282","1","3766"
"22136","22175","131","A2779283","1","3766"
"22137","22175","132","A2779284","1","3766"
"22138","22176","131","A2779285","1","3766"
"22139","22176","132","A2779286","1","3766"
"22140","22177","131","A2779287","1","3766"
"22141","22177","132","A2779288","1","3766"
"22142","22178","131","A2779289","1","3766"
"22143","22178","132","A2779290","1","3766"
"22144","22652","138","A2780669","1","3766"
"22145","22652","137","A2780668","1","3766"
"22146","22651","138","A2780667","1","3766"
"22147","22651","137","A2780666","1","3766"
"22148","22666","138","A2780665","1","3766"
"22149","22666","137","A2780664","1","3766"
"22150","22668","138","A2780675","1","3766"
"22151","22668","137","A2780674","1","3766"
"22152","22667","138","A2780677","1","3766"
"22153","22667","137","A2780676","1","3766"
"22154","22596","138","A2780657","1","3766"
"22155","22596","137","A2780656","1","3766"
"22156","22618","138","A2780655","1","3766"
"22157","22618","137","A2780654","1","3766"
"22158","22612","138","A2780659","1","3766"
"22159","22612","137","A2780658","1","3766"
"22160","22599","138","A2780663","1","3766"
"22161","22599","137","A2780662","1","3766"
"22162","22598","138","A2780661","1","3766"
"22163","22598","137","A2780660","1","3766"
"22164","22549","138","A2780295","1","3766"
"22165","22549","137","A280294","1","3766"
"22166","22550","138","A2780297","1","3766"
"22167","22550","137","A280296","1","3766"
"22168","22551","138","A2780299","1","3766"
"22169","22551","137","A280298","1","3766"
"22170","22552","138","A2780301","1","3766"
"22171","22552","137","A280300","1","3766"
"22172","22553","138","A2780303","1","3766"
"22173","22553","137","A2780302","1","3766"
"22174","22554","138","A2780305","1","3766"
"22175","22554","137","A2780304","1","3766"
"22176","22555","138","A2780307","1","3766"
"22177","22555","137","A2780306","1","3766"
"22178","22556","138","A2780309","1","3766"
"22179","22556","137","A2780308","1","3766"
"22180","22558","138","A2780313","1","3766"
"22181","22558","137","A2780312","1","3766"
"22182","22559","138","A2780315","1","3766"
"22183","22559","137","A2780314","1","3766"
"22184","22560","138","A2780317","1","3766"
"22185","22560","137","A2780316","1","3766"
"22186","22561","138","A2780319","1","3766"
"22187","22561","137","A2780318","1","3766"
"22188","22562","138","A2780321","1","3766"
"22189","22562","137","A2780320","1","3766"
"22190","22563","138","A2780322","1","3766"
"22191","22563","137","A2780323","1","3766"
"22192","22564","138","A2780326","1","3766"
"22193","22564","137","A2780324","1","3766"
"22194","22565","138","A2780328","1","3766"
"22195","22565","137","A2780327","1","3766"
"22500","20543","104","A2777179","1","3817"
"22504","20541","105","A2777175","1","3817"
"22198","22576","138","A2780518","1","3766"
"22199","22576","137","A2780517","1","3766"
"22200","22508","138","A2780617","1","3766"
"22201","22508","137","A2780172","1","3766"
"22202","22509","138","A2780175","1","3766"
"22203","22509","137","A2780174","1","3766"
"22204","22510","138","A2780177","1","3766"
"22205","22510","137","A2780176","1","3766"
"22206","22511","138","A2780179","1","3766"
"22207","22511","137","A2780178","1","3766"
"22208","22512","138","A2780181","1","3766"
"22209","22512","137","A2780180","1","3766"
"22210","22513","138","A2780183","1","3766"
"22211","22513","137","A2780182","1","3766"
"22212","22515","138","A2780187","1","3766"
"22213","22515","137","A2780186","1","3766"
"22214","22516","138","A2780189","1","3766"
"22215","22516","137","A2780188","1","3766"
"22216","22517","138","A2780191","1","3766"
"22217","22517","137","A2780190","1","3766"
"22218","22518","138","A2780616","1","3766"
"22219","22518","137","A2780192","1","3766"
"22220","22520","138","A2780197","1","3766"
"22221","22520","137","A2780196","1","3766"
"22222","22524","138","A2780205","1","3766"
"22223","22524","137","A2780204","1","3766"
"22224","22514","138","A2780185","1","3766"
"22225","22514","137","A2780292","1","3766"
"22226","22523","138","A2780293","1","3766"
"22227","22523","137","A2780202","1","3766"
"22228","22630","138","A2780619","1","3766"
"22229","22630","137","A2780618","1","3766"
"22230","22631","138","A2780621","1","3766"
"22231","22631","137","A2780620","1","3766"
"22232","22632","138","A2780623","1","3766"
"22233","22632","137","A2780622","1","3766"
"22234","22634","138","A2780625","1","3766"
"22235","22634","137","A2780624","1","3766"
"22236","22635","138","A2780627","1","3766"
"22237","22635","137","A2780626","1","3766"
"22238","22636","138","A2780629","1","3766"
"22239","22636","137","A2780628","1","3766"
"22240","22637","138","A2780631","1","3766"
"22241","22637","137","A2780630","1","3766"
"22242","22638","138","A2780633","1","3766"
"22243","22638","137","A2780632","1","3766"
"22244","22641","138","A2780635","1","3766"
"22245","22641","137","A2780634","1","3766"
"22246","22643","138","A2780637","1","3766"
"22247","22643","137","A2780636","1","3766"
"22248","22644","138","A2780639","1","3766"
"22249","22644","137","A2780638","1","3766"
"22250","22645","138","A2780641","1","3766"
"22251","22645","137","A2780640","1","3766"
"22252","22593","138","A2780653","1","3766"
"22253","22593","137","A2780652","1","3766"
"22254","22642","138","A2780647","1","3766"
"22255","22642","137","A2780646","1","3766"
"22256","22633","138","A2780645","1","3766"
"22257","22633","137","A2780644","1","3766"
"22258","22647","138","A2780643","1","3766"
"22259","22647","137","A2780642","1","3766"
"22260","22640","138","A2780649","1","3766"
"22261","22640","137","A2780648","1","3766"
"22262","22639","138","A2780651","1","3766"
"22263","22639","137","A2780650","1","3766"
"22264","22620","138","A2780594","1","3766"
"22265","22620","137","A2780593","1","3766"
"22266","22621","138","A2780596","1","3766"
"22267","22621","137","A2780595","1","3766"
"22268","22622","138","A2780598","1","3766"
"22269","22622","137","A2780597","1","3766"
"22270","22623","138","A2780600","1","3766"
"22271","22623","137","A2780599","1","3766"
"22272","22624","138","A2780601","1","3766"
"22273","22624","137","A2780602","1","3766"
"22274","22625","138","A2780604","1","3766"
"22275","22625","137","A2780603","1","3766"
"22276","22626","138","A2780606","1","3766"
"22277","22626","137","A2780605","1","3766"
"22278","22627","138","A2780608","1","3766"
"22279","22627","137","A2780607","1","3766"
"22280","22628","138","A2780610","1","3766"
"22281","22628","137","A2780609","1","3766"
"22282","22629","138","A2780612","1","3766"
"22283","22629","137","A2780611","1","3766"
"22284","22557","138","A2780611","1","3766"
"22285","22557","137","A2780310","1","3766"
"22286","22607","138","A2780571","1","3766"
"22287","22607","137","A2780572","1","3766"
"22288","22608","138","A2780574","1","3766"
"22289","22608","137","A2780573","1","3766"
"22290","22609","138","A2780576","1","3766"
"22291","22609","137","A2780575","1","3766"
"22292","22610","138","A2780578","1","3766"
"22293","22610","137","A2780577","1","3766"
"22294","22611","138","A2780580","1","3766"
"22295","22611","137","A2780579","1","3766"
"22296","22613","138","A2780582","1","3766"
"22297","22613","137","A2780581","1","3766"
"22298","22614","138","A2780584","1","3766"
"22299","22614","137","A2780583","1","3766"
"22300","22615","138","A2780586","1","3766"
"22301","22615","137","A2780585","1","3766"
"22302","22616","138","A2780588","1","3766"
"22303","22616","137","A2780587","1","3766"
"22304","22617","138","A2780590","1","3766"
"22305","22617","137","A2780589","1","3766"
"22306","22619","138","A2780592","1","3766"
"22307","22619","137","A2780591","1","3766"
"22308","22591","138","A2780548","1","3766"
"22309","22591","137","A2780547","1","3766"
"22310","22592","138","A2780550","1","3766"
"22311","22592","137","A27805498","1","3766"
"22312","22594","138","A2780552","1","3766"
"22313","22594","137","A2780551","1","3766"
"22314","22595","138","A2780554","1","3766"
"22315","22595","137","A2780553","1","3766"
"22316","22597","138","A2780556","1","3766"
"22317","22597","137","A2780555","1","3766"
"22318","22600","138","A2780558","1","3766"
"22319","22600","137","A2780557","1","3766"
"22320","22583","138","A2780532","1","3766"
"22321","22583","137","A2780531","1","3766"
"22322","22584","138","A2780534","1","3766"
"22323","22584","137","A2780533","1","3766"
"22324","22585","138","A2780536","1","3766"
"22325","22585","137","A2780535","1","3766"
"22326","22586","138","A2780538","1","3766"
"22327","22586","137","A2780537","1","3766"
"22328","22577","138","A2780520","1","3766"
"22329","22577","137","A2780519","1","3766"
"22330","22578","138","A2780522","1","3766"
"22331","22578","137","A2780521","1","3766"
"22332","22579","138","A2780523","1","3766"
"22333","22579","137","A2780524","1","3766"
"22334","22580","138","A2780526","1","3766"
"22335","22580","137","A2780525","1","3766"
"22336","22581","138","A2780528","1","3766"
"22337","22581","137","A2780527","1","3766"
"22338","22582","138","A2780530","1","3766"
"22339","22582","137","A2780529","1","3766"
"22340","22571","138","A2780508","1","3766"
"22341","22571","137","A2780507","1","3766"
"22342","22572","138","A2780510","1","3766"
"22343","22572","137","A2780509","1","3766"
"22344","22573","138","A2780512","1","3766"
"22345","22573","137","A2780511","1","3766"
"22346","22574","138","A2780514","1","3766"
"22347","22574","137","A2780513","1","3766"
"22348","22575","138","A2780516","1","3766"
"22349","22575","137","A2780515","1","3766"
"22350","22566","138","A2780330","1","3766"
"22351","22566","137","A2780329","1","3766"
"22352","22567","138","A2780332","1","3766"
"22353","22567","137","A2780331","1","3766"
"22354","22568","138","A2780334","1","3766"
"22355","22568","137","A2780333","1","3766"
"22356","22569","138","A2780335","1","3766"
"22357","22569","137","A2780336","1","3766"
"22358","22570","138","A2780506","1","3766"
"22359","22570","137","A2780505","1","3766"
"22360","22587","138","A2780540","1","3766"
"22361","22587","137","A2780539","1","3766"
"22362","22588","138","A2780542","1","3766"
"22363","22588","137","A2780541","1","3766"
"22364","22589","138","A2780544","1","3766"
"22365","22589","137","A2780543","1","3766"
"22366","22590","138","A2780546","1","3766"
"22367","22590","137","A2780545","1","3766"
"22368","22604","138","A2780566","1","3766"
"22369","22604","137","A2780565","1","3766"
"22370","22601","138","A2780560","1","3766"
"22371","22601","137","A2780559","1","3766"
"22372","22602","138","A2780562","1","3766"
"22373","22602","137","A2780561","1","3766"
"22374","22603","138","A2780564","1","3766"
"22375","22603","137","A2780563","1","3766"
"22376","22605","138","A2780568","1","3766"
"22377","22605","137","A2780567","1","3766"
"22378","22606","138","A2780570","1","3766"
"22379","22606","137","A2780569","1","3766"
"22380","22521","138","A2780199","1","3766"
"22381","22521","137","A2780198","1","3766"
"22382","22525","138","A2780207","1","3766"
"22383","22525","137","A2780206","1","3766"
"22384","22522","138","A2780201","1","3766"
"22385","22522","137","A2780200","1","3766"
"22386","22530","138","A2780217","1","3766"
"22387","22530","137","A2780216","1","3766"
"22388","22531","138","A2780219","1","3766"
"22389","22531","137","A2780218","1","3766"
"22390","22526","138","A2780209","1","3766"
"22391","22526","137","A2780208","1","3766"
"22392","22528","138","A2780213","1","3766"
"22393","22528","137","A2780212","1","3766"
"22394","22527","138","A2780211","1","3766"
"22395","22527","137","A2780210","1","3766"
"22396","22532","138","A2780221","1","3766"
"22397","22532","137","A2780220","1","3766"
"22398","22529","138","A2780215","1","3766"
"22399","22529","137","A2780214","1","3766"
"22400","22542","138","A2780243","1","3766"
"22401","22542","137","A2780244","1","3766"
"22402","22541","138","A2780242","1","3766"
"22403","22541","137","A2780241","1","3766"
"22404","22544","138","A2780248","1","3766"
"22405","22544","137","A2780247","1","3766"
"22406","22543","138","A2780246","1","3766"
"22407","22543","137","A2780245","1","3766"
"22408","22536","138","A2780230","1","3766"
"22409","22536","137","A2780229","1","3766"
"22410","22538","138","A2780235","1","3766"
"22411","22538","137","A2780236","1","3766"
"22412","22537","138","A2780232","1","3766"
"22413","22537","137","A2780231","1","3766"
"22414","22540","138","A2780239","1","3766"
"22415","22540","137","A2780240","1","3766"
"22416","22539","138","A2780238","1","3766"
"22417","22539","137","A2780237","1","3766"
"22418","22492","138","A2780143","1","3766"
"22419","22492","137","A2780142","1","3766"
"22420","22494","138","A2780147","1","3766"
"22421","22494","137","A2780146","1","3766"
"22422","22493","138","A2780144","1","3766"
"22423","22493","137","A2780145","1","3766"
"22424","22496","138","A2780151","1","3766"
"22425","22496","137","A2780150","1","3766"
"22426","22495","138","A2780149","1","3766"
"22427","22495","137","A2780148","1","3766"
"22428","22498","138","A2780152","1","3766"
"22429","22498","137","A2780153","1","3766"
"22430","22500","138","A2780156","1","3766"
"22431","22500","137","A2780157","1","3766"
"22432","22499","138","A2780155","1","3766"
"22433","22499","137","A2780154","1","3766"
"22434","22502","138","A2780161","1","3766"
"22435","22502","137","A2780160","1","3766"
"22436","22501","138","A2780158","1","3766"
"22437","22501","137","A2780159","1","3766"
"22438","22519","138","A2780195","1","3766"
"22439","22519","137","A2780194","1","3766"
"22440","22503","138","A2780163","1","3766"
"22441","22503","137","A2780162","1","3766"
"22442","22505","138","A2780167","1","3766"
"22443","22505","137","A2780166","1","3766"
"22444","22504","138","A2780165","1","3766"
"22445","22504","137","A2780164","1","3766"
"22446","22507","138","A2780171","1","3766"
"22447","22507","137","A2780170","1","3766"
"22448","22506","138","A2780169","1","3766"
"22449","22506","137","A2780168","1","3766"
"22450","22533","138","A2780224","1","3766"
"22451","22533","137","A2780222","1","3766"
"22452","22534","138","A2780226","1","3766"
"22453","22534","137","A2780225","1","3766"
"22454","22535","138","A2780228","1","3766"
"22455","22535","137","A2780227","1","3766"
"22456","22545","138","A2780250","1","3766"
"22457","22545","137","A2780249","1","3766"
"22458","22548","138","A2780251","1","3766"
"22459","22548","137","A2780252","1","3766"
"22460","22491","138","A2780140","1","3766"
"22461","22491","137","A2780141","1","3766"
"22462","22489","138","A2780139","1","3766"
"22463","22489","137","A2780138","1","3766"
"22464","22488","138","A2780136","1","3766"
"22465","22488","137","A2780137","1","3766"
"22466","22487","138","A2780134","1","3766"
"22467","22487","137","A2780135","1","3766"
"22468","22486","138","A2780133","1","3766"
"22469","22486","137","A2780132","1","3766"
"22470","22485","138","A2780131","1","3766"
"22471","22485","137","A2780130","1","3766"
"22472","22484","138","A2780128","1","3766"
"22473","22484","137","A2780129","1","3766"
"22474","22483","138","A2780127","1","3766"
"22475","22483","137","A2780126","1","3766"
"22476","22482","138","A2780125","1","3766"
"22477","22482","137","A2780124","1","3766"
"22478","22481","138","A2780122","1","3766"
"22479","22481","137","A2780123","1","3766"
"22480","22480","138","A2780121","1","3766"
"22481","22480","137","A2780120","1","3766"
"22482","22479","138","A2780117","1","3766"
"22483","22479","137","A2780116","1","3766"
"22484","22474","138","A2780114","1","3766"
"22485","22474","137","A2780115","1","3766"
"22486","22473","138","A2780113","1","3766"
"22487","22473","137","A2780112","1","3766"
"22488","22472","138","A2780108","1","3766"
"22489","22472","137","A2780107","1","3766"
"22490","22470","138","A2780106","1","3766"
"22491","22470","137","A2780105","1","3766"
"22492","22469","138","A2780104","1","3766"
"22493","22469","137","A2780103","1","3766"
